TransactionID,ProductID,TransactionDate,Quantity,ActualCost,ModifiedDate
100118,955,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
100121,958,2013-07-31 00:00:00,4,534.492,2013-07-31 00:00:00
100127,966,2013-07-31 00:00:00,4,1716.5304,2013-07-31 00:00:00
100128,967,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
100129,968,2013-07-31 00:00:00,5,1716.5304,2013-07-31 00:00:00
100131,970,2013-07-31 00:00:00,3,874.692,2013-07-31 00:00:00
100135,979,2013-07-31 00:00:00,6,534.492,2013-07-31 00:00:00
100136,994,2013-07-31 00:00:00,3,39.9526,2013-07-31 00:00:00
100139,707,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100140,708,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100142,712,2013-07-31 00:00:00,3,5.8435,2013-07-31 00:00:00
100143,714,2013-07-31 00:00:00,7,32.4935,2013-07-31 00:00:00
100144,715,2013-07-31 00:00:00,5,32.4935,2013-07-31 00:00:00
100145,743,2013-07-31 00:00:00,4,998.704,2013-07-31 00:00:00
100146,748,2013-07-31 00:00:00,3,1009.73,2013-07-31 00:00:00
100147,779,2013-07-31 00:00:00,3,1670.3928,2013-07-31 00:00:00
100148,781,2013-07-31 00:00:00,5,1670.3928,2013-07-31 00:00:00
100149,784,2013-07-31 00:00:00,6,1652.3928,2013-07-31 00:00:00
100153,859,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
100154,864,2013-07-31 00:00:00,14,41.275,2013-07-31 00:00:00
100155,865,2013-07-31 00:00:00,4,41.275,2013-07-31 00:00:00
100157,869,2013-07-31 00:00:00,24,45.4935,2013-07-31 00:00:00
100158,870,2013-07-31 00:00:00,3,2.994,2013-07-31 00:00:00
100159,876,2013-07-31 00:00:00,8,72,2013-07-31 00:00:00
100161,880,2013-07-31 00:00:00,4,32.994,2013-07-31 00:00:00
100162,881,2013-07-31 00:00:00,6,35.0935,2013-07-31 00:00:00
100163,883,2013-07-31 00:00:00,5,35.0935,2013-07-31 00:00:00
100164,884,2013-07-31 00:00:00,10,35.0935,2013-07-31 00:00:00
100166,905,2013-07-31 00:00:00,4,269.4266,2013-07-31 00:00:00
100168,918,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100169,920,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100175,980,2013-07-31 00:00:00,4,554.0328,2013-07-31 00:00:00
100177,983,2013-07-31 00:00:00,3,554.0328,2013-07-31 00:00:00
100182,989,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
100189,780,2013-07-31 00:00:00,5,1670.3928,2013-07-31 00:00:00
100190,783,2013-07-31 00:00:00,5,1652.3928,2013-07-31 00:00:00
100195,858,2013-07-31 00:00:00,6,15.9185,2013-07-31 00:00:00
100196,867,2013-07-31 00:00:00,8,45.4935,2013-07-31 00:00:00
100197,868,2013-07-31 00:00:00,3,45.4935,2013-07-31 00:00:00
100198,869,2013-07-31 00:00:00,16,45.4935,2013-07-31 00:00:00
100199,904,2013-07-31 00:00:00,8,269.4266,2013-07-31 00:00:00
100200,906,2013-07-31 00:00:00,4,269.4266,2013-07-31 00:00:00
100202,917,2013-07-31 00:00:00,5,195.397,2013-07-31 00:00:00
100203,918,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100207,935,2013-07-31 00:00:00,3,29.9626,2013-07-31 00:00:00
100208,936,2013-07-31 00:00:00,3,45.9466,2013-07-31 00:00:00
100209,944,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100211,982,2013-07-31 00:00:00,3,554.0328,2013-07-31 00:00:00
100215,988,2013-07-31 00:00:00,3,406.7928,2013-07-31 00:00:00
100223,793,2013-07-31 00:00:00,3,1759.212,2013-07-31 00:00:00
100228,798,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100229,799,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100237,875,2013-07-31 00:00:00,11,5.8435,2013-07-31 00:00:00
100238,938,2013-07-31 00:00:00,3,29.9626,2013-07-31 00:00:00
100240,940,2013-07-31 00:00:00,5,59.9326,2013-07-31 00:00:00
100246,999,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
100249,748,2013-07-31 00:00:00,8,1009.73,2013-07-31 00:00:00
100250,779,2013-07-31 00:00:00,3,1670.3928,2013-07-31 00:00:00
100251,780,2013-07-31 00:00:00,4,1670.3928,2013-07-31 00:00:00
100253,782,2013-07-31 00:00:00,12,1652.3928,2013-07-31 00:00:00
100257,867,2013-07-31 00:00:00,3,45.4935,2013-07-31 00:00:00
100259,894,2013-07-31 00:00:00,4,89.8804,2013-07-31 00:00:00
100263,909,2013-07-31 00:00:00,4,28.9636,2013-07-31 00:00:00
100265,917,2013-07-31 00:00:00,4,195.397,2013-07-31 00:00:00
100266,918,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100267,920,2013-07-31 00:00:00,5,195.397,2013-07-31 00:00:00
100268,924,2013-07-31 00:00:00,8,184.8446,2013-07-31 00:00:00
100270,926,2013-07-31 00:00:00,3,184.8446,2013-07-31 00:00:00
100272,936,2013-07-31 00:00:00,4,45.9466,2013-07-31 00:00:00
100273,937,2013-07-31 00:00:00,4,59.9326,2013-07-31 00:00:00
100274,945,2013-07-31 00:00:00,8,67.7026,2013-07-31 00:00:00
100275,948,2013-07-31 00:00:00,4,78.81,2013-07-31 00:00:00
100276,949,2013-07-31 00:00:00,3,129.8626,2013-07-31 00:00:00
100283,994,2013-07-31 00:00:00,3,39.9526,2013-07-31 00:00:00
100285,707,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100286,708,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100287,711,2013-07-31 00:00:00,12,20.994,2013-07-31 00:00:00
100288,712,2013-07-31 00:00:00,19,5.8435,2013-07-31 00:00:00
100289,714,2013-07-31 00:00:00,4,32.4935,2013-07-31 00:00:00
100290,715,2013-07-31 00:00:00,18,32.4935,2013-07-31 00:00:00
100291,716,2013-07-31 00:00:00,10,32.4935,2013-07-31 00:00:00
100292,858,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
100293,859,2013-07-31 00:00:00,8,15.9185,2013-07-31 00:00:00
100294,860,2013-07-31 00:00:00,6,15.9185,2013-07-31 00:00:00
100295,864,2013-07-31 00:00:00,19,41.275,2013-07-31 00:00:00
100296,865,2013-07-31 00:00:00,18,41.275,2013-07-31 00:00:00
100297,870,2013-07-31 00:00:00,4,2.994,2013-07-31 00:00:00
100298,873,2013-07-31 00:00:00,3,1.374,2013-07-31 00:00:00
100299,876,2013-07-31 00:00:00,9,72,2013-07-31 00:00:00
100300,877,2013-07-31 00:00:00,12,4.77,2013-07-31 00:00:00
100301,880,2013-07-31 00:00:00,6,32.994,2013-07-31 00:00:00
100302,881,2013-07-31 00:00:00,17,35.0935,2013-07-31 00:00:00
100303,883,2013-07-31 00:00:00,16,35.0935,2013-07-31 00:00:00
100304,884,2013-07-31 00:00:00,13,35.0935,2013-07-31 00:00:00
100305,885,2013-07-31 00:00:00,12,742.8934,2013-07-31 00:00:00
100308,888,2013-07-31 00:00:00,4,742.8934,2013-07-31 00:00:00
100309,889,2013-07-31 00:00:00,14,742.8934,2013-07-31 00:00:00
100310,891,2013-07-31 00:00:00,3,742.8934,2013-07-31 00:00:00
100311,892,2013-07-31 00:00:00,8,742.8934,2013-07-31 00:00:00
100314,899,2013-07-31 00:00:00,3,246.7308,2013-07-31 00:00:00
100316,915,2013-07-31 00:00:00,4,28.9636,2013-07-31 00:00:00
100317,916,2013-07-31 00:00:00,4,38.9536,2013-07-31 00:00:00
100318,941,2013-07-31 00:00:00,4,59.9326,2013-07-31 00:00:00
100319,946,2013-07-31 00:00:00,4,34.1066,2013-07-31 00:00:00
100320,947,2013-07-31 00:00:00,4,67.7618,2013-07-31 00:00:00
100321,953,2013-07-31 00:00:00,12,874.692,2013-07-31 00:00:00
100322,954,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
100324,957,2013-07-31 00:00:00,6,1716.5304,2013-07-31 00:00:00
100325,958,2013-07-31 00:00:00,12,534.492,2013-07-31 00:00:00
100326,959,2013-07-31 00:00:00,6,534.492,2013-07-31 00:00:00
100327,961,2013-07-31 00:00:00,7,534.492,2013-07-31 00:00:00
100328,962,2013-07-31 00:00:00,13,534.492,2013-07-31 00:00:00
100329,963,2013-07-31 00:00:00,6,534.492,2013-07-31 00:00:00
100330,965,2013-07-31 00:00:00,9,534.492,2013-07-31 00:00:00
100331,966,2013-07-31 00:00:00,6,1716.5304,2013-07-31 00:00:00
100332,967,2013-07-31 00:00:00,4,1716.5304,2013-07-31 00:00:00
100334,972,2013-07-31 00:00:00,11,874.692,2013-07-31 00:00:00
100335,979,2013-07-31 00:00:00,14,534.492,2013-07-31 00:00:00
100336,707,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100337,708,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100338,711,2013-07-31 00:00:00,7,20.994,2013-07-31 00:00:00
100339,712,2013-07-31 00:00:00,6,5.8435,2013-07-31 00:00:00
100340,714,2013-07-31 00:00:00,4,32.4935,2013-07-31 00:00:00
100341,715,2013-07-31 00:00:00,3,32.4935,2013-07-31 00:00:00
100342,716,2013-07-31 00:00:00,6,32.4935,2013-07-31 00:00:00
100343,858,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
100344,859,2013-07-31 00:00:00,6,15.9185,2013-07-31 00:00:00
100345,864,2013-07-31 00:00:00,8,41.275,2013-07-31 00:00:00
100347,870,2013-07-31 00:00:00,4,2.994,2013-07-31 00:00:00
100349,877,2013-07-31 00:00:00,6,4.77,2013-07-31 00:00:00
100350,880,2013-07-31 00:00:00,3,32.994,2013-07-31 00:00:00
100351,881,2013-07-31 00:00:00,5,35.0935,2013-07-31 00:00:00
100352,883,2013-07-31 00:00:00,5,35.0935,2013-07-31 00:00:00
100353,884,2013-07-31 00:00:00,10,35.0935,2013-07-31 00:00:00
100355,886,2013-07-31 00:00:00,3,246.7308,2013-07-31 00:00:00
100356,892,2013-07-31 00:00:00,4,742.8934,2013-07-31 00:00:00
100357,893,2013-07-31 00:00:00,4,742.8934,2013-07-31 00:00:00
100358,894,2013-07-31 00:00:00,3,89.8804,2013-07-31 00:00:00
100362,914,2013-07-31 00:00:00,3,20.0688,2013-07-31 00:00:00
100365,945,2013-07-31 00:00:00,4,67.7026,2013-07-31 00:00:00
100366,948,2013-07-31 00:00:00,5,78.81,2013-07-31 00:00:00
100369,952,2013-07-31 00:00:00,6,14.9776,2013-07-31 00:00:00
100370,953,2013-07-31 00:00:00,3,874.692,2013-07-31 00:00:00
100373,957,2013-07-31 00:00:00,3,1716.5304,2013-07-31 00:00:00
100381,971,2013-07-31 00:00:00,4,874.692,2013-07-31 00:00:00
100384,996,2013-07-31 00:00:00,6,89.9026,2013-07-31 00:00:00
100385,707,2013-07-31 00:00:00,10,20.994,2013-07-31 00:00:00
100386,708,2013-07-31 00:00:00,4,20.994,2013-07-31 00:00:00
100387,711,2013-07-31 00:00:00,7,20.994,2013-07-31 00:00:00
100388,712,2013-07-31 00:00:00,21,5.8435,2013-07-31 00:00:00
100389,714,2013-07-31 00:00:00,16,32.4935,2013-07-31 00:00:00
100390,715,2013-07-31 00:00:00,6,32.4935,2013-07-31 00:00:00
100391,716,2013-07-31 00:00:00,9,32.4935,2013-07-31 00:00:00
100392,717,2013-07-31 00:00:00,5,1059.31,2013-07-31 00:00:00
100393,718,2013-07-31 00:00:00,4,1059.31,2013-07-31 00:00:00
100394,719,2013-07-31 00:00:00,6,1059.31,2013-07-31 00:00:00
100395,722,2013-07-31 00:00:00,4,249.5428,2013-07-31 00:00:00
100396,723,2013-07-31 00:00:00,4,249.5428,2013-07-31 00:00:00
100397,736,2013-07-31 00:00:00,4,249.5428,2013-07-31 00:00:00
100398,738,2013-07-31 00:00:00,8,249.5428,2013-07-31 00:00:00
100399,793,2013-07-31 00:00:00,7,1759.212,2013-07-31 00:00:00
100402,797,2013-07-31 00:00:00,10,806.7528,2013-07-31 00:00:00
100403,798,2013-07-31 00:00:00,9,806.7528,2013-07-31 00:00:00
100405,801,2013-07-31 00:00:00,4,806.7528,2013-07-31 00:00:00
100409,833,2013-07-31 00:00:00,5,440.1742,2013-07-31 00:00:00
100410,835,2013-07-31 00:00:00,3,440.1742,2013-07-31 00:00:00
100411,836,2013-07-31 00:00:00,3,440.1742,2013-07-31 00:00:00
100412,838,2013-07-31 00:00:00,5,1059.31,2013-07-31 00:00:00
100413,839,2013-07-31 00:00:00,3,1059.31,2013-07-31 00:00:00
100415,859,2013-07-31 00:00:00,4,15.9185,2013-07-31 00:00:00
100416,860,2013-07-31 00:00:00,4,15.9185,2013-07-31 00:00:00
100417,864,2013-07-31 00:00:00,24,41.275,2013-07-31 00:00:00
100418,865,2013-07-31 00:00:00,10,41.275,2013-07-31 00:00:00
100419,870,2013-07-31 00:00:00,8,2.994,2013-07-31 00:00:00
100421,874,2013-07-31 00:00:00,3,5.8435,2013-07-31 00:00:00
100423,876,2013-07-31 00:00:00,18,72,2013-07-31 00:00:00
100424,877,2013-07-31 00:00:00,6,4.77,2013-07-31 00:00:00
100425,880,2013-07-31 00:00:00,14,32.994,2013-07-31 00:00:00
100426,881,2013-07-31 00:00:00,12,35.0935,2013-07-31 00:00:00
100427,883,2013-07-31 00:00:00,21,35.0935,2013-07-31 00:00:00
100428,884,2013-07-31 00:00:00,23,35.0935,2013-07-31 00:00:00
100429,913,2013-07-31 00:00:00,3,38.9536,2013-07-31 00:00:00
100430,938,2013-07-31 00:00:00,4,29.9626,2013-07-31 00:00:00
100431,939,2013-07-31 00:00:00,3,45.9466,2013-07-31 00:00:00
100433,973,2013-07-31 00:00:00,6,1224.7128,2013-07-31 00:00:00
100434,974,2013-07-31 00:00:00,4,1224.7128,2013-07-31 00:00:00
100435,976,2013-07-31 00:00:00,30,1224.7128,2013-07-31 00:00:00
100437,998,2013-07-31 00:00:00,5,388.7928,2013-07-31 00:00:00
100438,999,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
100440,945,2013-07-31 00:00:00,3,67.7026,2013-07-31 00:00:00
100444,867,2013-07-31 00:00:00,11,45.4935,2013-07-31 00:00:00
100445,868,2013-07-31 00:00:00,4,45.4935,2013-07-31 00:00:00
100446,869,2013-07-31 00:00:00,9,45.4935,2013-07-31 00:00:00
100449,910,2013-07-31 00:00:00,3,38.9536,2013-07-31 00:00:00
100452,717,2013-07-31 00:00:00,3,1059.31,2013-07-31 00:00:00
100454,722,2013-07-31 00:00:00,3,249.5428,2013-07-31 00:00:00
100455,738,2013-07-31 00:00:00,3,249.5428,2013-07-31 00:00:00
100457,793,2013-07-31 00:00:00,3,1759.212,2013-07-31 00:00:00
100459,795,2013-07-31 00:00:00,5,1759.212,2013-07-31 00:00:00
100460,796,2013-07-31 00:00:00,6,1759.212,2013-07-31 00:00:00
100461,797,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100462,798,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100463,799,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100464,800,2013-07-31 00:00:00,3,806.7528,2013-07-31 00:00:00
100466,811,2013-07-31 00:00:00,3,32.9596,2013-07-31 00:00:00
100467,813,2013-07-31 00:00:00,7,88.9998,2013-07-31 00:00:00
100468,822,2013-07-31 00:00:00,3,440.1742,2013-07-31 00:00:00
100469,835,2013-07-31 00:00:00,6,440.1742,2013-07-31 00:00:00
100470,836,2013-07-31 00:00:00,6,440.1742,2013-07-31 00:00:00
100472,874,2013-07-31 00:00:00,12,5.8435,2013-07-31 00:00:00
100473,875,2013-07-31 00:00:00,13,5.8435,2013-07-31 00:00:00
100475,938,2013-07-31 00:00:00,6,29.9626,2013-07-31 00:00:00
100476,939,2013-07-31 00:00:00,4,45.9466,2013-07-31 00:00:00
100477,940,2013-07-31 00:00:00,3,59.9326,2013-07-31 00:00:00
100478,973,2013-07-31 00:00:00,3,1224.7128,2013-07-31 00:00:00
100479,974,2013-07-31 00:00:00,4,1224.7128,2013-07-31 00:00:00
100482,977,2013-07-31 00:00:00,4,388.7928,2013-07-31 00:00:00
100484,998,2013-07-31 00:00:00,4,388.7928,2013-07-31 00:00:00
100485,999,2013-07-31 00:00:00,6,388.7928,2013-07-31 00:00:00
100486,707,2013-07-31 00:00:00,12,20.994,2013-07-31 00:00:00
100487,708,2013-07-31 00:00:00,20,20.994,2013-07-31 00:00:00
100488,711,2013-07-31 00:00:00,4,20.994,2013-07-31 00:00:00
100489,712,2013-07-31 00:00:00,18,5.8435,2013-07-31 00:00:00
100490,714,2013-07-31 00:00:00,14,32.4935,2013-07-31 00:00:00
100491,715,2013-07-31 00:00:00,12,32.4935,2013-07-31 00:00:00
100494,742,2013-07-31 00:00:00,4,1009.73,2013-07-31 00:00:00
100495,743,2013-07-31 00:00:00,4,998.704,2013-07-31 00:00:00
100497,748,2013-07-31 00:00:00,9,1009.73,2013-07-31 00:00:00
100498,779,2013-07-31 00:00:00,8,1670.3928,2013-07-31 00:00:00
100500,781,2013-07-31 00:00:00,3,1670.3928,2013-07-31 00:00:00
100501,782,2013-07-31 00:00:00,9,1652.3928,2013-07-31 00:00:00
100503,784,2013-07-31 00:00:00,6,1652.3928,2013-07-31 00:00:00
100504,808,2013-07-31 00:00:00,12,32.9596,2013-07-31 00:00:00
100505,809,2013-07-31 00:00:00,10,45.8208,2013-07-31 00:00:00
100506,810,2013-07-31 00:00:00,3,88.9998,2013-07-31 00:00:00
100507,858,2013-07-31 00:00:00,14,15.9185,2013-07-31 00:00:00
100508,859,2013-07-31 00:00:00,14,15.9185,2013-07-31 00:00:00
100510,864,2013-07-31 00:00:00,10,41.275,2013-07-31 00:00:00
100511,865,2013-07-31 00:00:00,7,41.275,2013-07-31 00:00:00
100512,867,2013-07-31 00:00:00,7,45.4935,2013-07-31 00:00:00
100513,868,2013-07-31 00:00:00,3,45.4935,2013-07-31 00:00:00
100514,869,2013-07-31 00:00:00,13,45.4935,2013-07-31 00:00:00
100515,870,2013-07-31 00:00:00,13,2.994,2013-07-31 00:00:00
100516,873,2013-07-31 00:00:00,3,1.374,2013-07-31 00:00:00
100517,876,2013-07-31 00:00:00,11,72,2013-07-31 00:00:00
100518,877,2013-07-31 00:00:00,14,4.77,2013-07-31 00:00:00
100519,880,2013-07-31 00:00:00,6,32.994,2013-07-31 00:00:00
100520,881,2013-07-31 00:00:00,6,35.0935,2013-07-31 00:00:00
100521,883,2013-07-31 00:00:00,3,35.0935,2013-07-31 00:00:00
100522,884,2013-07-31 00:00:00,21,35.0935,2013-07-31 00:00:00
100523,894,2013-07-31 00:00:00,7,89.8804,2013-07-31 00:00:00
100525,906,2013-07-31 00:00:00,3,269.4266,2013-07-31 00:00:00
100526,907,2013-07-31 00:00:00,6,78.81,2013-07-31 00:00:00
100527,908,2013-07-31 00:00:00,5,20.0688,2013-07-31 00:00:00
100528,909,2013-07-31 00:00:00,10,28.9636,2013-07-31 00:00:00
100529,910,2013-07-31 00:00:00,5,38.9536,2013-07-31 00:00:00
100530,917,2013-07-31 00:00:00,4,195.397,2013-07-31 00:00:00
100531,918,2013-07-31 00:00:00,4,195.397,2013-07-31 00:00:00
100532,919,2013-07-31 00:00:00,3,195.397,2013-07-31 00:00:00
100534,924,2013-07-31 00:00:00,5,184.8446,2013-07-31 00:00:00
100535,925,2013-07-31 00:00:00,5,184.8446,2013-07-31 00:00:00
100536,926,2013-07-31 00:00:00,3,184.8446,2013-07-31 00:00:00
100537,935,2013-07-31 00:00:00,5,29.9626,2013-07-31 00:00:00
100538,936,2013-07-31 00:00:00,3,45.9466,2013-07-31 00:00:00
100539,937,2013-07-31 00:00:00,10,59.9326,2013-07-31 00:00:00
100541,945,2013-07-31 00:00:00,6,67.7026,2013-07-31 00:00:00
100542,948,2013-07-31 00:00:00,10,78.81,2013-07-31 00:00:00
100543,949,2013-07-31 00:00:00,4,129.8626,2013-07-31 00:00:00
100545,951,2013-07-31 00:00:00,9,299.6926,2013-07-31 00:00:00
100546,952,2013-07-31 00:00:00,10,14.9776,2013-07-31 00:00:00
100547,981,2013-07-31 00:00:00,3,554.0328,2013-07-31 00:00:00
100548,984,2013-07-31 00:00:00,3,406.7928,2013-07-31 00:00:00
100549,985,2013-07-31 00:00:00,7,406.7928,2013-07-31 00:00:00
100550,986,2013-07-31 00:00:00,5,406.7928,2013-07-31 00:00:00
100552,988,2013-07-31 00:00:00,3,406.7928,2013-07-31 00:00:00
100553,990,2013-07-31 00:00:00,3,388.7928,2013-07-31 00:00:00
100556,996,2013-07-31 00:00:00,4,89.9026,2013-07-31 00:00:00
100560,708,2013-07-31 00:00:00,4,20.994,2013-07-31 00:00:00
100562,712,2013-07-31 00:00:00,4,5.8435,2013-07-31 00:00:00
100564,738,2013-07-31 00:00:00,4,249.5428,2013-07-31 00:00:00
100565,835,2013-07-31 00:00:00,3,440.1742,2013-07-31 00:00:00
100567,864,2013-07-31 00:00:00,3,41.275,2013-07-31 00:00:00
100568,865,2013-07-31 00:00:00,4,41.275,2013-07-31 00:00:00
100569,874,2013-07-31 00:00:00,4,5.8435,2013-07-31 00:00:00
100570,875,2013-07-31 00:00:00,4,5.8435,2013-07-31 00:00:00
100571,876,2013-07-31 00:00:00,5,72,2013-07-31 00:00:00
100572,877,2013-07-31 00:00:00,3,4.77,2013-07-31 00:00:00
100573,880,2013-07-31 00:00:00,4,32.994,2013-07-31 00:00:00
100576,884,2013-07-31 00:00:00,6,35.0935,2013-07-31 00:00:00
100578,939,2013-07-31 00:00:00,5,45.9466,2013-07-31 00:00:00
100579,940,2013-07-31 00:00:00,3,59.9326,2013-07-31 00:00:00
100581,707,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100583,711,2013-07-31 00:00:00,6,20.994,2013-07-31 00:00:00
100584,712,2013-07-31 00:00:00,6,5.8435,2013-07-31 00:00:00
100585,714,2013-07-31 00:00:00,5,32.4935,2013-07-31 00:00:00
100586,715,2013-07-31 00:00:00,7,32.4935,2013-07-31 00:00:00
100588,858,2013-07-31 00:00:00,5,15.9185,2013-07-31 00:00:00
100589,859,2013-07-31 00:00:00,3,15.9185,2013-07-31 00:00:00
100590,864,2013-07-31 00:00:00,8,41.275,2013-07-31 00:00:00
100591,865,2013-07-31 00:00:00,6,41.275,2013-07-31 00:00:00
100592,870,2013-07-31 00:00:00,7,2.994,2013-07-31 00:00:00
100594,876,2013-07-31 00:00:00,3,72,2013-07-31 00:00:00
100595,877,2013-07-31 00:00:00,7,4.77,2013-07-31 00:00:00
100596,880,2013-07-31 00:00:00,3,32.994,2013-07-31 00:00:00
100597,881,2013-07-31 00:00:00,9,35.0935,2013-07-31 00:00:00
100598,883,2013-07-31 00:00:00,5,35.0935,2013-07-31 00:00:00
100599,884,2013-07-31 00:00:00,6,35.0935,2013-07-31 00:00:00
