SalesOrderID,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal
43845,2,753,1,2146.962,0,4293.924000
43848,1,773,1,2039.994,0,2039.994000
43848,1,778,1,2024.994,0,2024.994000
43848,1,775,1,2024.994,0,2024.994000
43848,4,776,1,2024.994,0,8099.976000
43848,2,771,1,2039.994,0,4079.988000
43849,2,776,1,2024.994,0,4049.988000
43849,2,777,1,2024.994,0,4049.988000
43849,2,771,1,2039.994,0,4079.988000
43849,1,773,1,2039.994,0,2039.994000
43849,1,772,1,2039.994,0,2039.994000
43849,2,774,1,2039.994,0,4079.988000
43850,1,753,1,2146.962,0,2146.962000
43851,1,753,1,2146.962,0,2146.962000
43852,1,776,1,2024.994,0,2024.994000
43853,2,777,1,2024.994,0,4049.988000
43853,1,773,1,2039.994,0,2039.994000
43853,1,771,1,2039.994,0,2039.994000
43853,4,776,1,2024.994,0,8099.976000
43853,2,775,1,2024.994,0,4049.988000
43853,3,778,1,2024.994,0,6074.982000
43855,1,753,1,2146.962,0,2146.962000
43856,1,777,1,2024.994,0,2024.994000
43858,2,753,1,2146.962,0,4293.924000
43860,2,753,1,2146.962,0,4293.924000
43861,1,753,1,2146.962,0,2146.962000
43862,4,771,1,2039.994,0,8159.976000
43862,3,777,1,2024.994,0,6074.982000
43862,4,773,1,2039.994,0,8159.976000
43862,2,774,1,2039.994,0,4079.988000
43864,5,772,1,2039.994,0,10199.970000
43864,2,778,1,2024.994,0,4049.988000
43864,4,776,1,2024.994,0,8099.976000
43864,2,771,1,2039.994,0,4079.988000
43864,4,773,1,2039.994,0,8159.976000
43865,1,753,1,2146.962,0,2146.962000
43866,1,771,1,2039.994,0,2039.994000
43866,1,777,1,2024.994,0,2024.994000
43867,1,774,1,2039.994,0,2039.994000
43867,2,776,1,2024.994,0,4049.988000
43867,2,773,1,2039.994,0,4079.988000
43867,4,771,1,2039.994,0,8159.976000
43867,2,778,1,2024.994,0,4049.988000
43867,2,777,1,2024.994,0,4049.988000
43868,1,749,1,2146.962,0,2146.962000
43869,5,775,1,2024.994,0,10124.970000
43869,2,777,1,2024.994,0,4049.988000
43869,5,771,1,2039.994,0,10199.970000
43869,4,772,1,2039.994,0,8159.976000
43869,1,774,1,2039.994,0,2039.994000
43869,5,778,1,2024.994,0,10124.970000
43871,1,753,1,2146.962,0,2146.962000
43872,1,753,1,2146.962,0,2146.962000
43873,2,749,1,2146.962,0,4293.924000
43873,2,753,1,2146.962,0,4293.924000
43875,6,778,1,2024.994,0,12149.964000
43875,7,774,1,2039.994,0,14279.958000
43875,6,771,1,2039.994,0,12239.964000
43875,12,773,2,1971.9942,0.02,23190.651792
43875,13,775,2,1957.4942,0.02,24938.476108
43875,2,772,1,2039.994,0,4079.988000
43875,8,776,1,2024.994,0,16199.952000
43875,2,777,1,2024.994,0,4049.988000
43877,3,771,1,2039.994,0,6119.982000
43877,2,775,1,2024.994,0,4049.988000
43877,4,774,1,2039.994,0,8159.976000
43877,1,778,1,2024.994,0,2024.994000
43878,1,772,1,2039.994,0,2039.994000
43878,1,771,1,2039.994,0,2039.994000
43879,1,753,1,2146.962,0,2146.962000
43880,2,753,1,2146.962,0,4293.924000
43881,2,776,1,2024.994,0,4049.988000
43881,2,778,1,2024.994,0,4049.988000
43881,5,772,1,2039.994,0,10199.970000
43881,3,774,1,2039.994,0,6119.982000
43881,3,777,1,2024.994,0,6074.982000
43881,4,773,1,2039.994,0,8159.976000
43882,1,778,1,2024.994,0,2024.994000
43883,1,749,1,2146.962,0,2146.962000
43883,2,753,1,2146.962,0,4293.924000
43884,10,777,1,2024.994,0,20249.940000
43884,5,776,1,2024.994,0,10124.970000
43884,5,773,1,2039.994,0,10199.970000
43884,4,778,1,2024.994,0,8099.976000
43884,8,771,1,2039.994,0,16319.952000
43884,2,775,1,2024.994,0,4049.988000
43884,14,772,2,1971.9942,0.02,27055.760424
43884,4,774,1,2039.994,0,8159.976000
43886,2,753,1,2146.962,0,4293.924000
43888,1,753,1,2146.962,0,2146.962000
43889,1,778,1,2024.994,0,2024.994000
43890,5,771,1,2039.994,0,10199.970000
43890,2,777,1,2024.994,0,4049.988000
43890,7,773,1,2039.994,0,14279.958000
43890,2,774,1,2039.994,0,4079.988000
43890,5,772,1,2039.994,0,10199.970000
43890,2,776,1,2024.994,0,4049.988000
43890,8,775,1,2024.994,0,16199.952000
43890,3,778,1,2024.994,0,6074.982000
43891,2,775,1,2024.994,0,4049.988000
43891,1,778,1,2024.994,0,2024.994000
43891,3,773,1,2039.994,0,6119.982000
43891,3,771,1,2039.994,0,6119.982000
43891,2,776,1,2024.994,0,4049.988000
43891,3,772,1,2039.994,0,6119.982000
43891,2,777,1,2024.994,0,4049.988000
43892,2,753,1,2146.962,0,4293.924000
43894,2,777,1,2024.994,0,4049.988000
43894,3,775,1,2024.994,0,6074.982000
43894,4,776,1,2024.994,0,8099.976000
43894,5,778,1,2024.994,0,10124.970000
43894,2,771,1,2039.994,0,4079.988000
43895,2,771,1,2039.994,0,4079.988000
43895,4,778,1,2024.994,0,8099.976000
43895,2,775,1,2024.994,0,4049.988000
43895,2,772,1,2039.994,0,4079.988000
43895,4,776,1,2024.994,0,8099.976000
43897,5,772,1,2039.994,0,10199.970000
43897,2,778,1,2024.994,0,4049.988000
43897,4,777,1,2024.994,0,8099.976000
43897,2,775,1,2024.994,0,4049.988000
43897,6,771,1,2039.994,0,12239.964000
43897,5,776,1,2024.994,0,10124.970000
43897,1,774,1,2039.994,0,2039.994000
43898,3,753,1,2146.962,0,6440.886000
43898,2,749,1,2146.962,0,4293.924000
43899,1,753,1,2146.962,0,2146.962000
43900,4,771,1,2039.994,0,8159.976000
43900,2,772,1,2039.994,0,4079.988000
43900,2,776,1,2024.994,0,4049.988000
43900,1,777,1,2024.994,0,2024.994000
43900,3,773,1,2039.994,0,6119.982000
43900,2,778,1,2024.994,0,4049.988000
43900,3,775,1,2024.994,0,6074.982000
43901,3,772,1,2039.994,0,6119.982000
43901,3,773,1,2039.994,0,6119.982000
43901,2,771,1,2039.994,0,4079.988000
43901,1,776,1,2024.994,0,2024.994000
43901,2,775,1,2024.994,0,4049.988000
43902,2,778,1,2024.994,0,4049.988000
43902,3,774,1,2039.994,0,6119.982000
43902,3,771,1,2039.994,0,6119.982000
43902,2,773,1,2039.994,0,4079.988000
43902,6,777,1,2024.994,0,12149.964000
43902,2,776,1,2024.994,0,4049.988000
43902,3,775,1,2024.994,0,6074.982000
43904,2,753,1,2146.962,0,4293.924000
43905,1,753,1,2146.962,0,2146.962000
43906,5,775,1,2024.994,0,10124.970000
43906,2,777,1,2024.994,0,4049.988000
43906,1,778,1,2024.994,0,2024.994000
43906,1,772,1,2039.994,0,2039.994000
43906,3,774,1,2039.994,0,6119.982000
43906,1,773,1,2039.994,0,2039.994000
43906,3,776,1,2024.994,0,6074.982000
43907,1,753,1,2146.962,0,2146.962000
43908,1,749,1,2146.962,0,2146.962000
43909,2,777,1,2024.994,0,4049.988000
43909,3,776,1,2024.994,0,6074.982000
43909,2,774,1,2039.994,0,4079.988000
43909,3,778,1,2024.994,0,6074.982000
43910,2,749,1,2146.962,0,4293.924000
43911,2,753,1,2146.962,0,4293.924000
43912,1,753,1,2146.962,0,2146.962000
43913,4,776,1,2024.994,0,8099.976000
43913,2,771,1,2039.994,0,4079.988000
43913,1,772,1,2039.994,0,2039.994000
43913,2,778,1,2024.994,0,4049.988000
43913,5,777,1,2024.994,0,10124.970000
43913,4,775,1,2024.994,0,8099.976000
43914,1,778,1,2024.994,0,2024.994000
43914,1,773,1,2039.994,0,2039.994000
43914,1,776,1,2024.994,0,2024.994000
43914,1,771,1,2039.994,0,2039.994000
43915,2,778,1,2024.994,0,4049.988000
43916,5,775,1,2024.994,0,10124.970000
43916,6,776,1,2024.994,0,12149.964000
43916,3,774,1,2039.994,0,6119.982000
43916,2,773,1,2039.994,0,4079.988000
43916,2,772,1,2039.994,0,4079.988000
43917,2,753,1,2146.962,0,4293.924000
43918,1,752,1,3578.27,0,3578.270000
43919,1,753,1,3578.27,0,3578.270000
43920,1,752,1,3578.27,0,3578.270000
43921,1,752,1,3578.27,0,3578.270000
43922,1,749,1,3578.27,0,3578.270000
43923,1,751,1,3578.27,0,3578.270000
43924,1,749,1,3578.27,0,3578.270000
43925,1,753,1,3578.27,0,3578.270000
43926,1,778,1,3374.99,0,3374.990000
43927,1,753,1,3578.27,0,3578.270000
43928,1,752,1,3578.27,0,3578.270000
43930,1,751,1,3578.27,0,3578.270000
43931,1,752,1,3578.27,0,3578.270000
43932,1,753,1,3578.27,0,3578.270000
43933,1,774,1,3399.99,0,3399.990000
43934,1,773,1,3399.99,0,3399.990000
43936,1,750,1,3578.27,0,3578.270000
43937,1,751,1,3578.27,0,3578.270000
43938,1,749,1,3578.27,0,3578.270000
43939,1,751,1,3578.27,0,3578.270000
43941,1,753,1,3578.27,0,3578.270000
43942,1,749,1,3578.27,0,3578.270000
43944,1,771,1,3399.99,0,3399.990000
43945,1,749,1,3578.27,0,3578.270000
43946,1,752,1,3578.27,0,3578.270000
43947,1,749,1,3578.27,0,3578.270000
43948,1,772,1,3399.99,0,3399.990000
43949,1,749,1,3578.27,0,3578.270000
43950,1,750,1,3578.27,0,3578.270000
43951,1,750,1,3578.27,0,3578.270000
43952,1,751,1,3578.27,0,3578.270000
43954,1,750,1,3578.27,0,3578.270000
43955,1,753,1,3578.27,0,3578.270000
43956,1,771,1,3399.99,0,3399.990000
43957,1,752,1,3578.27,0,3578.270000
43958,1,751,1,3578.27,0,3578.270000
43959,1,775,1,3374.99,0,3374.990000
43960,1,776,1,3374.99,0,3374.990000
43961,1,750,1,3578.27,0,3578.270000
43962,1,751,1,3578.27,0,3578.270000
43963,1,753,1,3578.27,0,3578.270000
43964,1,751,1,3578.27,0,3578.270000
43965,1,778,1,3374.99,0,3374.990000
43966,1,774,1,3399.99,0,3399.990000
43967,1,752,1,3578.27,0,3578.270000
43968,1,752,1,3578.27,0,3578.270000
43969,1,749,1,3578.27,0,3578.270000
43970,1,750,1,3578.27,0,3578.270000
43971,1,753,1,3578.27,0,3578.270000
43972,1,753,1,3578.27,0,3578.270000
43973,1,751,1,3578.27,0,3578.270000
43974,1,751,1,3578.27,0,3578.270000
43975,1,751,1,3578.27,0,3578.270000
43976,1,749,1,3578.27,0,3578.270000
43977,1,751,1,3578.27,0,3578.270000
43978,1,749,1,3578.27,0,3578.270000
43980,1,778,1,3374.99,0,3374.990000
43981,1,753,1,3578.27,0,3578.270000
43983,1,753,1,3578.27,0,3578.270000
43984,1,750,1,3578.27,0,3578.270000
43985,1,752,1,3578.27,0,3578.270000
43986,1,749,1,3578.27,0,3578.270000
43987,1,749,1,3578.27,0,3578.270000
43988,1,771,1,3399.99,0,3399.990000
43989,1,751,1,3578.27,0,3578.270000
43990,1,771,1,3399.99,0,3399.990000
43991,1,749,1,3578.27,0,3578.270000
43992,1,750,1,3578.27,0,3578.270000
43993,1,753,1,3578.27,0,3578.270000
43994,1,753,1,3578.27,0,3578.270000
43995,1,751,1,3578.27,0,3578.270000
43996,1,749,1,3578.27,0,3578.270000
43997,1,749,1,3578.27,0,3578.270000
43998,1,775,1,3374.99,0,3374.990000
43999,1,750,1,3578.27,0,3578.270000
44000,1,750,1,3578.27,0,3578.270000
44001,1,752,1,3578.27,0,3578.270000
44004,1,749,1,3578.27,0,3578.270000
44006,1,749,1,3578.27,0,3578.270000
44008,1,751,1,3578.27,0,3578.270000
44009,1,753,1,3578.27,0,3578.270000
44010,1,749,1,3578.27,0,3578.270000
44011,1,749,1,3578.27,0,3578.270000
44012,1,776,1,3374.99,0,3374.990000
44013,1,751,1,3578.27,0,3578.270000
44014,1,752,1,3578.27,0,3578.270000
44015,1,750,1,3578.27,0,3578.270000
44016,1,777,1,3374.99,0,3374.990000
44017,1,749,1,3578.27,0,3578.270000
44018,1,777,1,3374.99,0,3374.990000
44019,1,749,1,3578.27,0,3578.270000
44020,1,750,1,3578.27,0,3578.270000
44021,1,775,1,3374.99,0,3374.990000
44022,1,752,1,3578.27,0,3578.270000
44023,1,776,1,3374.99,0,3374.990000
44024,1,753,1,3578.27,0,3578.270000
44025,1,753,1,3578.27,0,3578.270000
44026,1,749,1,3578.27,0,3578.270000
44027,1,749,1,3578.27,0,3578.270000
44028,1,751,1,3578.27,0,3578.270000
44029,1,777,1,3374.99,0,3374.990000
44030,1,750,1,3578.27,0,3578.270000
44031,1,752,1,3578.27,0,3578.270000
44032,1,771,1,3399.99,0,3399.990000
44033,1,753,1,3578.27,0,3578.270000
44034,1,752,1,3578.27,0,3578.270000
44035,1,751,1,3578.27,0,3578.270000
44036,1,749,1,3578.27,0,3578.270000
44038,1,771,1,3399.99,0,3399.990000
44040,1,778,1,3374.99,0,3374.990000
44041,1,752,1,3578.27,0,3578.270000
44042,1,752,1,3578.27,0,3578.270000
44043,1,750,1,3578.27,0,3578.270000
44044,1,753,1,3578.27,0,3578.270000
44045,1,771,1,3399.99,0,3399.990000
44046,1,752,1,3578.27,0,3578.270000
44047,1,771,1,3399.99,0,3399.990000
44048,1,753,1,3578.27,0,3578.270000
44049,1,753,1,3578.27,0,3578.270000
44050,1,749,1,3578.27,0,3578.270000
44051,1,749,1,3578.27,0,3578.270000
44052,1,753,1,3578.27,0,3578.270000
44054,1,753,1,3578.27,0,3578.270000
44055,1,749,1,3578.27,0,3578.270000
44056,1,753,1,3578.27,0,3578.270000
44058,1,777,1,3374.99,0,3374.990000
44059,1,752,1,3578.27,0,3578.270000
44061,1,749,1,3578.27,0,3578.270000
44062,1,749,1,3578.27,0,3578.270000
44063,1,771,1,3399.99,0,3399.990000
44064,1,749,1,3578.27,0,3578.270000
44065,1,749,1,3578.27,0,3578.270000
44066,1,771,1,3399.99,0,3399.990000
44067,1,749,1,3578.27,0,3578.270000
44068,1,752,1,3578.27,0,3578.270000
44069,1,776,1,3374.99,0,3374.990000
44070,1,776,1,3374.99,0,3374.990000
44071,1,752,1,3578.27,0,3578.270000
44072,1,750,1,3578.27,0,3578.270000
44073,1,778,1,3374.99,0,3374.990000
44075,1,773,1,2039.994,0,2039.994000
44075,4,771,1,2039.994,0,8159.976000
44075,1,777,1,2024.994,0,2024.994000
44075,2,778,1,2024.994,0,4049.988000
44075,2,775,1,2024.994,0,4049.988000
44075,2,772,1,2039.994,0,4079.988000
44075,1,776,1,2024.994,0,2024.994000
44076,1,771,1,2039.994,0,2039.994000
44076,1,772,1,2039.994,0,2039.994000
44078,3,777,1,2024.994,0,6074.982000
44078,2,772,1,2039.994,0,4079.988000
44078,5,778,1,2024.994,0,10124.970000
44078,2,771,1,2039.994,0,4079.988000
44079,2,753,1,2146.962,0,4293.924000
44081,5,775,1,2024.994,0,10124.970000
44081,2,772,1,2039.994,0,4079.988000
44081,3,776,1,2024.994,0,6074.982000
44081,2,777,1,2024.994,0,4049.988000
44081,4,774,1,2039.994,0,8159.976000
44082,1,772,1,2039.994,0,2039.994000
44084,2,778,1,2024.994,0,4049.988000
44084,2,772,1,2039.994,0,4079.988000
44085,4,753,1,2146.962,0,8587.848000
44086,3,771,1,2039.994,0,6119.982000
44086,4,773,1,2039.994,0,8159.976000
44086,4,775,1,2024.994,0,8099.976000
44086,5,776,1,2024.994,0,10124.970000
44086,4,772,1,2039.994,0,8159.976000
44086,5,774,1,2039.994,0,10199.970000
44086,4,778,1,2024.994,0,8099.976000
44087,2,749,1,2146.962,0,4293.924000
44094,2,771,1,2039.994,0,4079.988000
44095,5,773,1,2039.994,0,10199.970000
44095,2,772,1,2039.994,0,4079.988000
44095,4,774,1,2039.994,0,8159.976000
44095,3,775,1,2024.994,0,6074.982000
44095,5,777,1,2024.994,0,10124.970000
44096,2,777,1,2024.994,0,4049.988000
44096,2,771,1,2039.994,0,4079.988000
44098,2,773,1,2039.994,0,4079.988000
44098,1,775,1,2024.994,0,2024.994000
44098,1,772,1,2039.994,0,2039.994000
44098,1,771,1,2039.994,0,2039.994000
44098,3,777,1,2024.994,0,6074.982000
44099,4,753,1,2146.962,0,8587.848000
44100,4,778,1,2024.994,0,8099.976000
44100,7,776,1,2024.994,0,14174.958000
44100,3,774,1,2039.994,0,6119.982000
44100,11,777,2,1957.4942,0.02,21101.787476
44100,1,773,1,2039.994,0,2039.994000
44100,2,771,1,2039.994,0,4079.988000
44100,4,775,1,2024.994,0,8099.976000
44100,3,772,1,2039.994,0,6119.982000
44101,4,749,1,2146.962,0,8587.848000
44104,1,773,1,2039.994,0,2039.994000
44104,1,772,1,2039.994,0,2039.994000
44105,1,773,1,2039.994,0,2039.994000
44105,1,775,1,2024.994,0,2024.994000
44105,1,777,1,2024.994,0,2024.994000
44107,1,749,1,2146.962,0,2146.962000
44109,2,753,1,2146.962,0,4293.924000
44112,1,771,1,2039.994,0,2039.994000
44112,1,774,1,2039.994,0,2039.994000
44112,8,775,1,2024.994,0,16199.952000
44112,5,776,1,2024.994,0,10124.970000
44112,1,772,1,2039.994,0,2039.994000
44113,4,775,1,2024.994,0,8099.976000
44113,2,774,1,2039.994,0,4079.988000
44113,6,777,1,2024.994,0,12149.964000
44113,2,771,1,2039.994,0,4079.988000
44113,4,778,1,2024.994,0,8099.976000
44114,3,753,1,2146.962,0,6440.886000
44114,1,749,1,2146.962,0,2146.962000
44115,2,777,1,2024.994,0,4049.988000
44115,3,775,1,2024.994,0,6074.982000
44115,2,771,1,2039.994,0,4079.988000
44115,7,774,1,2039.994,0,14279.958000
44115,4,778,1,2024.994,0,8099.976000
44115,2,773,1,2039.994,0,4079.988000
44115,9,772,1,2039.994,0,18359.946000
44116,2,772,1,2039.994,0,4079.988000
44116,1,771,1,2039.994,0,2039.994000
44116,3,777,1,2024.994,0,6074.982000
44116,1,778,1,2024.994,0,2024.994000
44116,3,773,1,2039.994,0,6119.982000
44117,1,753,1,2146.962,0,2146.962000
44119,4,771,1,2039.994,0,8159.976000
44119,7,773,1,2039.994,0,14279.958000
44119,2,772,1,2039.994,0,4079.988000
44119,5,774,1,2039.994,0,10199.970000
44119,4,778,1,2024.994,0,8099.976000
44119,2,777,1,2024.994,0,4049.988000
44120,2,772,1,2039.994,0,4079.988000
44120,2,775,1,2024.994,0,4049.988000
44120,3,776,1,2024.994,0,6074.982000
44120,4,773,1,2039.994,0,8159.976000
44121,9,771,1,2039.994,0,18359.946000
44121,2,778,1,2024.994,0,4049.988000
44121,2,774,1,2039.994,0,4079.988000
44121,2,772,1,2039.994,0,4079.988000
44121,2,776,1,2024.994,0,4049.988000
44121,8,773,1,2039.994,0,16319.952000
44121,3,777,1,2024.994,0,6074.982000
