ProductID,Track_number,Price
777,,2024.994
771,,2039.994
773,,2039.994
778,,2024.994
773,,2039.994
777,,2024.994
775,,2024.994
778,,2024.994
776,,2024.994
764,,419.4589
753,,2146.962
732,,356.898
756,,874.794
768,,419.4589
766,,419.4589
773,,2039.994
778,,2024.994
775,,2024.994
756,,874.794
753,,2146.962
760,,419.4589
765,,419.4589
730,,183.9382
754,,874.794
729,,183.9382
755,,874.794
761,,419.4589
770,,419.4589
726,,183.9382
764,,419.4589
766,,419.4589
725,,183.9382
768,,419.4589
732,,356.898
758,,874.794
762,,419.4589
738,,178.5808
722,,178.5808
733,,356.898
763,,419.4589
747,,714.7043
773,,2039.994
776,,2024.994
753,,2146.962
756,,874.794
768,,419.4589
732,,356.898
763,,419.4589
755,,874.794
764,,419.4589
776,,2024.994
774,,2039.994
754,,874.794
729,,183.9382
761,,419.4589
762,,419.4589
738,,178.5808
770,,419.4589
758,,874.794
761,,419.4589
738,,178.5808
762,,419.4589
758,,874.794
754,,874.794
776,,2024.994
778,,2024.994
775,,2024.994
753,,2146.962
758,,874.794
770,,419.4589
760,,419.4589
765,,419.4589
763,,419.4589
754,,874.794
729,,183.9382
760,,419.4589
738,,178.5808
765,,419.4589
732,,356.898
762,,419.4589
761,,419.4589
729,,183.9382
756,,874.794
725,,183.9382
770,,419.4589
758,,874.794
754,,874.794
755,,874.794
760,,419.4589
770,,419.4589
760,,419.4589
756,,874.794
738,,178.5808
729,,183.9382
725,,183.9382
758,,874.794
761,,419.4589
753,,2146.962
765,,419.4589
763,,419.4589
762,,419.4589
732,,356.898
729,,183.9382
770,,419.4589
730,,183.9382
758,,874.794
768,,419.4589
761,,419.4589
738,,178.5808
753,,2146.962
764,,419.4589
760,,419.4589
756,,874.794
725,,183.9382
758,,874.794
762,,419.4589
760,,419.4589
770,,419.4589
776,,2024.994
773,,2039.994
774,,2039.994
775,,2024.994
777,,2024.994
772,,2039.994
778,,2024.994
754,,874.794
762,,419.4589
760,,419.4589
758,,874.794
770,,419.4589
763,,419.4589
765,,419.4589
763,,419.4589
754,,874.794
725,,183.9382
758,,874.794
762,,419.4589
770,,419.4589
768,,419.4589
765,,419.4589
725,,183.9382
760,,419.4589
762,,419.4589
738,,178.5808
763,,419.4589
729,,183.9382
754,,874.794
758,,874.794
765,,419.4589
770,,419.4589
753,,2146.962
764,,419.4589
738,,178.5808
725,,183.9382
753,,2146.962
755,,874.794
766,,419.4589
770,,419.4589
760,,419.4589
726,,183.9382
722,,178.5808
763,,419.4589
729,,183.9382
730,,183.9382
732,,356.898
765,,419.4589
768,,419.4589
761,,419.4589
758,,874.794
749,,2146.962
762,,419.4589
754,,874.794
770,,419.4589
760,,419.4589
758,,874.794
770,,419.4589
725,,183.9382
754,,874.794
730,,183.9382
768,,419.4589
756,,874.794
738,,178.5808
758,,874.794
762,,419.4589
732,,356.898
760,,419.4589
755,,874.794
765,,419.4589
764,,419.4589
753,,2146.962
766,,419.4589
722,,178.5808
761,,419.4589
763,,419.4589
729,,183.9382
726,,183.9382
773,,2039.994
771,,2039.994
774,,2039.994
777,,2024.994
772,,2039.994
778,,2024.994
776,,2024.994
771,,2039.994
772,,2039.994
774,,2039.994
773,,2039.994
774,,2039.994
748,,722.5949
747,,714.7043
742,,722.5949
777,,2024.994
778,,2024.994
775,,2024.994
762,,419.4589
749,,3578.27
773,,3399.99
773,,3399.99
767,,699.0982
773,,3399.99
750,,3578.27
749,,3578.27
778,,3374.99
771,,3399.99
751,,3578.27
751,,3578.27
764,,699.0982
752,,3578.27
753,,3578.27
753,,3578.27
750,,3578.27
749,,3578.27
750,,3578.27
753,,3578.27
750,,3578.27
767,,699.0982
750,,3578.27
751,,3578.27
750,,3578.27
749,,3578.27
751,,3578.27
765,,699.0982
750,,3578.27
750,,3578.27
765,,699.0982
750,,3578.27
752,,3578.27
773,,3399.99
773,,3399.99
753,,3578.27
777,,3374.99
751,,3578.27
751,,3578.27
749,,3578.27
773,,3399.99
750,,3578.27
751,,3578.27
749,,3578.27
751,,3578.27
749,,3578.27
753,,3578.27
774,,3399.99
752,,3578.27
750,,3578.27
751,,3578.27
753,,3578.27
752,,3578.27
753,,3578.27
750,,3578.27
752,,3578.27
750,,3578.27
749,,3578.27
751,,3578.27
750,,3578.27
765,,699.0982
777,,3374.99
749,,3578.27
749,,3578.27
753,,3578.27
749,,3578.27
753,,3578.27
752,,3578.27
749,,3578.27
773,,3399.99
752,,3578.27
777,,3374.99
751,,3578.27
751,,3578.27
751,,3578.27
764,,699.0982
751,,3578.27
753,,3578.27
752,,3578.27
774,,3399.99
753,,3578.27
750,,3578.27
772,,3399.99
762,,699.0982
750,,3578.27
751,,3578.27
751,,3578.27
751,,3578.27
749,,3578.27
750,,3578.27
750,,3578.27
771,,3399.99
778,,3374.99
778,,3374.99
771,,3399.99
753,,3578.27
751,,3578.27
771,,3399.99
774,,3399.99
751,,3578.27
770,,699.0982
751,,3578.27
749,,3578.27
751,,3578.27
750,,3578.27
750,,3578.27
751,,3578.27
753,,3578.27
749,,3578.27
763,,699.0982
751,,3578.27
751,,3578.27
752,,3578.27
749,,3578.27
772,,3399.99
773,,3399.99
751,,3578.27
777,,3374.99
777,,3374.99
750,,3578.27
753,,3578.27
749,,3578.27
751,,3578.27
773,,3399.99
751,,3578.27
749,,3578.27
752,,3578.27
770,,699.0982
768,,699.0982
752,,3578.27
775,,3374.99
768,,699.0982
749,,3578.27
749,,3578.27
750,,3578.27
776,,3374.99
749,,3578.27
749,,3578.27
775,,3374.99
775,,3374.99
761,,699.0982
777,,3374.99
752,,3578.27
750,,3578.27
762,,699.0982
753,,3578.27
751,,3578.27
774,,2039.994
778,,2024.994
742,,722.5949
777,,2024.994
748,,722.5949
741,,818.7
